instant_hourly,dteday,season_hourly,yr_hourly,mnth_hourly,hr,holiday_hourly,weekday_hourly,workingday_hourly,weathersit_hourly,temp_hourly,atemp_hourly,hum_hourly,windspeed_hourly,casual_hourly,registered_hourly,cnt_hourly,instant_daily,season_daily,yr_daily,mnth_daily,holiday_daily,weekday_daily,workingday_daily,weathersit_daily,temp_daily,atemp_daily,hum_daily,windspeed_daily,casual_daily,registered_daily,cnt_daily,recency
145,2011-01-07,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
146,2011-01-07,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,20,190,210,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
147,2011-01-07,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
148,2011-01-07,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,16,47,63,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
149,2011-01-07,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,19,48,67,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
150,2011-01-07,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,9,50,59,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
151,2011-01-07,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,73,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
152,2011-01-07,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,7,43,50,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
153,2011-01-07,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,72,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
154,2011-01-07,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
155,2011-01-07,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,9,178,187,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
156,2011-01-07,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
157,2011-01-07,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,3,92,95,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
158,2011-01-07,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,51,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
159,2011-01-07,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,0,39,39,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
160,2011-01-07,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,36,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
161,2011-01-07,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15,7,1,0,1,0,5,1,2,0.196522,0.208839,0.498696,0.168726,148,1362,1510,724
162,2011-01-08,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
163,2011-01-08,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
164,2011-01-08,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
165,2011-01-08,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
166,2011-01-08,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
167,2011-01-08,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
168,2011-01-08,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
169,2011-01-08,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
170,2011-01-08,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
171,2011-01-08,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
173,2011-01-08,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
174,2011-01-08,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,8,1,0,1,0,6,0,2,0.165,0.162254,0.535833,0.266804,68,891,959,723
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,9,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54,768,822,722
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,10,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,721
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,11,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,720
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,12,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,719
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,38,1368,1406,718
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,38,1368,1406,718
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,38,1368,1406,718
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,38,1368,1406,718
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,38,1368,1406,718
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,38,1368,1406,718
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,38,1368,1406,718
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,38,1368,1406,718
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,38,1368,1406,718
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,38,1368,1406,718
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,38,1368,1406,718
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,38,1368,1406,718
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,13,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,38,1368,1406,718
